condition,query_dataset,rank,model_name,recommendation_score,source_method,reasoning
D_claude_baseline,nlpaueb/finer-139,2,answerdotai/ModernBERT-Large-Instruct,0.83,claude_baseline,"ModernBERT-large is a modern encoder with long-context support (helpful for SEC filing sentences), strong pretraining, and excellent fine-tuning behavior on token-classification tasks."
D_claude_baseline,nlpaueb/finer-139,3,deepset/deberta-v3-large-squad2,0.80,claude_baseline,Another DeBERTa-v3-large backbone; span-oriented QA pretraining transfers well to fine-grained NER tagging over long financial numeric contexts.
D_claude_baseline,nlpaueb/finer-139,4,ChanceFocus/finma-7b-full,0.72,claude_baseline,"Finance-domain LLM pretrained on financial corpora; domain adaptation is highly valuable for XBRL/SEC entity tagging, though decoder-only architecture is less ideal than encoders for pure NER."
D_claude_baseline,nlpaueb/finer-139,5,MoritzLaurer/DeBERTa-v3-large-mnli-fever-anli-ling-wanli,0.78,claude_baseline,DeBERTa-v3-large with strong NLI pretraining; the robust contextual representations transfer well to fine-grained financial NER labels.
A_merged,nyu-mll/multi_nli,1,tasksource/ModernBERT-large-nli,0.95,method1,Best measured result on the closest similar dataset stanfordnlp/snli with accuracy=0.94. SNLI is highly related to MultiNLI as an English natural language inference benchmark with cosine similarity 0.8116.
A_merged,nyu-mll/multi_nli,2,cross-encoder/nli-deberta-v3-base,0.93,method1,Very strong measured performance on stanfordnlp/snli with accuracy=0.9238. It is an NLI-specific model evaluated on the most relevant retrieved neighbor to nyu-mll/multi_nli.
A_merged,nyu-mll/multi_nli,3,cross-encoder/nli-deberta-v3-large,0.92,method1,Strong measured SNLI results with accuracy=0.922 and f1=0.922 on stanfordnlp/snli. Its high performance on the closest English NLI neighbor makes it a robust candidate despite being slightly below the base variant in the evidence.
A_merged,nyu-mll/multi_nli,4,cross-encoder/nli-deberta-v3-small,0.91,method1,Measured accuracy=0.9165 on stanfordnlp/snli which is very close to the larger DeBERTa NLI variants. This offers strong task-specific evidence on the nearest NLI dataset while likely being more efficient.
A_merged,nyu-mll/multi_nli,5,cross-encoder/nli-deberta-v3-xsmall,0.90,method1,Measured accuracy=0.9164 on stanfordnlp/snli nearly matching the small variant. It is supported by direct NLI evidence on the closest retrieved dataset and remains a promising compact option.
B_method1_only,nyu-mll/multi_nli,1,tasksource/ModernBERT-large-nli,0.94,method1,"Best measured result on the closest and most task-aligned neighbor stanfordnlp/snli with accuracy=0.94. SNLI is English NLI like nyu-mll/multi_nli, making this the strongest grounded evidence."
B_method1_only,nyu-mll/multi_nli,2,cross-encoder/nli-deberta-v3-base,0.91,method1,Very strong measured performance on stanfordnlp/snli with accuracy=0.9238. This is the second-best SNLI result and directly matches the query task type of English natural language inference.
B_method1_only,nyu-mll/multi_nli,3,cross-encoder/nli-deberta-v3-large,0.90,method1,"Strong measured performance on stanfordnlp/snli with accuracy=0.922 and f1=0.922. Although slightly below the base variant on measured accuracy, it remains one of the top models on the closest NLI neighbor."
B_method1_only,nyu-mll/multi_nli,4,cross-encoder/nli-deberta-v3-small,0.88,method1,High measured performance on stanfordnlp/snli with accuracy=0.9165. It is slightly behind the larger DeBERTa NLI variants but still shows strong evidence on the closest English NLI dataset.
B_method1_only,nyu-mll/multi_nli,5,cross-encoder/nli-deberta-v3-xsmall,0.86,method1,Strong measured performance on stanfordnlp/snli with accuracy=0.9164. It is nearly tied with the small variant on the closest neighbor while remaining a compact NLI-specific model.
C_method2_only,nyu-mll/multi_nli,1,MoritzLaurer/deberta-v3-large-zeroshot-v2.0-c,0.86,method2,"Best task match because it is explicitly an NLI/zero-shot classification model trained with MNLI; measured transfer is strong on Yelp/yelp_review_full f1=0.988, ArtGarfunkel/FinancialPhraseBank f1=0.691, and allenai/social_bias_frames f1=0.644."
C_method2_only,nyu-mll/multi_nli,2,bartowski/google_gemma-3n-E4B-it-GGUF,0.74,method2,"Strongest measured general text/reasoning record among the Gemma candidates, with google/IFEval accuracy=0.902, allenai/ai2_arc accuracy=0.816, and allenai/winogrande accuracy=0.717. Its GNN predicted-performance value is also high at 0.4405."
C_method2_only,nyu-mll/multi_nli,3,lmstudio-community/gemma-3n-E4B-it-text-GGUF,0.70,method2,"A text-focused Gemma-3n E4B variant with consistent measured results on Rowan/hellaswag accuracy=0.786, allenai/winogrande accuracy=0.717, and CohereLabs/Global-MMLU-Lite accuracy=0.645. It also has useful broader evidence from EleutherAI/drop f1=0.608 and ahmedselhady/mgsm accuracy=0.607."
C_method2_only,nyu-mll/multi_nli,4,mlx-community/gemma-3n-E4B-it-lm-bf16,0.68,method2,"Consistent E4B instruction-tuned language model evidence across 10 known evaluations, including allenai/hellaswag accuracy=0.786, allenai/winogrande accuracy=0.717, and CohereLabs/Global-MMLU-Lite accuracy=0.645. Additional measured results on Muennighoff/mbpp accuracy=0.636 and allenai/ai2_arc accuracy=0.616 support robustness."
C_method2_only,nyu-mll/multi_nli,5,mlx-community/gemma-3n-E4B-bf16,0.66,method2,"Another strong E4B Gemma variant with stable measured performance on Rowan/hellaswag accuracy=0.786, allenai/winogrande accuracy=0.717, and CohereLabs/Global-MMLU-Lite accuracy=0.645. It adds EleutherAI/drop f1=0.608 and has a competitive GNN predicted-performance value of 0.4172."
D_claude_baseline,nyu-mll/multi_nli,1,MoritzLaurer/DeBERTa-v3-large-mnli-fever-anli-ling-wanli,0.98,claude_baseline,Directly fine-tuned on MNLI plus FEVER/ANLI/LingNLI/WANLI; DeBERTa-v3-large is state-of-the-art on MNLI among sub-1B models and this checkpoint is essentially purpose-built for the task.
D_claude_baseline,nyu-mll/multi_nli,2,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,0.94,claude_baseline,DeBERTa-v3-large trained on a large NLI mixture including MNLI; strong entailment classifier that transfers directly to MultiNLI with excellent accuracy.
D_claude_baseline,nyu-mll/multi_nli,3,cross-encoder/nli-deberta-v3-large,0.92,claude_baseline,DeBERTa-v3-large cross-encoder trained on SNLI+MNLI for 3-way NLI classification; matches the exact task format and label space of MultiNLI.
D_claude_baseline,nyu-mll/multi_nli,4,MoritzLaurer/deberta-v3-large-zeroshot-v2.0-c,0.90,claude_baseline,Commercial variant of the DeBERTa-v3-large zero-shot NLI model; near-identical MNLI capability to v2.0 given shared architecture and NLI training data.
D_claude_baseline,nyu-mll/multi_nli,5,alisawuffles/roberta-large-wanli,0.86,claude_baseline,RoBERTa-large fine-tuned on WANLI (worker-and-AI NLI derived from MNLI); strong MNLI transfer and a solid non-DeBERTa alternative in the top tier.
A_merged,odegiber/hate_speech18,1,cardiffnlp/twitter-roberta-base-hate-latest,0.91,method1,Best measured result on the closest neighbor Hate-speech-CNERG/hatexplain with accuracy=0.8653 and f1=0.845. This is the most direct evidence for an English hate-speech classification dataset like odegiber/hate_speech18.
A_merged,odegiber/hate_speech18,2,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,0.80,method1,Shows consistent measured performance across two related English toxicity/bias datasets: allenai/social_bias_frames with f1=0.656 and OxAISH-AL-LLM/wiki_toxic with f1=0.787. The multi-dataset evidence makes it a strong general-purpose classifier for hate/toxic content.
A_merged,odegiber/hate_speech18,3,MoritzLaurer/deberta-v3-xsmall-zeroshot-v1.1-all-33,0.76,method1,"Measured directly on the closest similar dataset Hate-speech-CNERG/hatexplain with accuracy=0.774, outperforming several hate-specific BERT baselines there. Its zero-shot setup is useful for mapping the four query labels without task-specific training."
A_merged,odegiber/hate_speech18,4,Hate-speech-CNERG/bert-base-uncased-hatexplain,0.74,both,Appears in both sources and is measured on Hate-speech-CNERG/hatexplain with accuracy=0.698 and f1=0.687. It is hate-speech-specific and the GNN also ranked it as a candidate for the query dataset.
A_merged,odegiber/hate_speech18,5,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,0.72,both,Appears in both sources and has the same measured Hate-speech-CNERG/hatexplain result as the base HateXplain model with accuracy=0.698 and f1=0.687. Its rationale-based training makes it a plausible alternative for nuanced forum hate-speech cases.
B_method1_only,odegiber/hate_speech18,1,cardiffnlp/twitter-roberta-base-hate-latest,0.89,method1,Strongest direct match: on the most similar dataset Hate-speech-CNERG/hatexplain it achieved accuracy=0.8653 and f1=0.845. This is the best measured result on the closest hate-speech benchmark.
B_method1_only,odegiber/hate_speech18,2,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,0.81,method1,"Shows consistent performance on related English toxicity and bias datasets, with f1=0.656 on allenai/social_bias_frames and f1=0.787 on OxAISH-AL-LLM/wiki_toxic. Its zero-shot setup is also useful for adapting to the query dataset's four labels."
B_method1_only,odegiber/hate_speech18,3,yueliu1999/GuardReasoner-VL-7B,0.77,method1,"Very strong and consistent on harmful-content classification benchmarks, with f1=0.9272 on AlignmentResearch/XSTest and f1=0.983 on AlignmentResearch/HarmBench. The evidence is slightly less directly hate-speech-specific, but the measured safety-classification performance is excellent."
B_method1_only,odegiber/hate_speech18,4,MoritzLaurer/deberta-v3-xsmall-zeroshot-v1.1-all-33,0.73,method1,"Performed well on the most similar hate-speech dataset, reaching accuracy=0.774 on Hate-speech-CNERG/hatexplain. Although only one neighboring dataset is measured, that dataset is the closest semantic match to the query."
B_method1_only,odegiber/hate_speech18,5,MoritzLaurer/roberta-base-zeroshot-v2.0-c,0.68,method1,"Has measured results on two relevant English datasets, with f1=0.571 on allenai/social_bias_frames and f1=0.751 on OxAISH-AL-LLM/wiki_toxic. It is weaker than the top choices but provides consistent evidence across related toxicity/bias tasks."
C_method2_only,odegiber/hate_speech18,1,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,0.82,method2,"This is directly trained for abusive, hate-speech, and offensive-content detection, matching the query domain closely. It recorded accuracy=0.698 and f1=0.687 on Hate-speech-CNERG/hatexplain."
C_method2_only,odegiber/hate_speech18,2,Hate-speech-CNERG/bert-base-uncased-hatexplain,0.80,method2,"This model is explicitly designed to classify text as Hatespeech, Offensive, or Normal, which is highly aligned with odegiber/hate_speech18. It measured accuracy=0.698 and f1=0.687 on Hate-speech-CNERG/hatexplain."
C_method2_only,odegiber/hate_speech18,3,MoritzLaurer/deberta-v3-large-zeroshot-v2.0-c,0.69,method2,"This zero-shot classifier has broader measured evidence across text classification tasks, including f1=0.644 on allenai/social_bias_frames and f1=0.526 on AmazonScience/massive. Its strong f1=0.691 on ArtGarfunkel/FinancialPhraseBank and f1=0.988 on Yelp/yelp_review_full suggest robust general classification ability."
C_method2_only,odegiber/hate_speech18,4,protectai/MoritzLaurer-roberta-base-zeroshot-v2.0-c-onnx,0.58,method2,"This zero-shot RoBERTa model has direct but modest hate-speech evidence with f1=0.396 on Hate-speech-CNERG/hatexplain. It also measured f1=0.571 on allenai/social_bias_frames, giving some related social-content support."
C_method2_only,odegiber/hate_speech18,5,cirimus/modernbert-base-emotions,0.43,method2,"This model is not hate-speech-specific, but it is a social-text classifier with strong measured emotion classification performance, f1=0.836 on cirimus/super-emotion. Its relevance is indirect, so it ranks below the hate-speech and zero-shot classification models."
D_claude_baseline,odegiber/hate_speech18,1,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,0.94,claude_baseline,"Directly pre-fine-tuned for binary hate-speech classification on the HateXplain corpus, giving near-drop-in transfer to Stormfront posts with minimal further tuning."
D_claude_baseline,odegiber/hate_speech18,2,Hate-speech-CNERG/bert-base-uncased-hatexplain,0.92,claude_baseline,BERT explicitly fine-tuned on HateXplain hate-speech data; the closest domain match in the list and a very strong starting point for fine-tuning on hate_speech18.
D_claude_baseline,odegiber/hate_speech18,3,cardiffnlp/twitter-roberta-base-hate-latest,0.90,claude_baseline,RoBERTa continually pretrained on Twitter and fine-tuned for hate detection; its social-media hate-speech prior transfers well to Stormfront short posts.
D_claude_baseline,odegiber/hate_speech18,4,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,0.86,claude_baseline,"DeBERTa-v3-large is one of the strongest encoders for text classification, and this NLI/zero-shot variant is an excellent, high-capacity fine-tuning base for a small labeled dataset like hate_speech18."
D_claude_baseline,odegiber/hate_speech18,5,cooperleong00/deberta-v3-large_toxicity-scorer,0.84,claude_baseline,"DeBERTa-v3-large already fine-tuned for toxicity scoring, closely related to hate-speech detection and providing a strong domain-adapted starting point."
